ko,en
일 떼조로,il tesoro
아지트,Agit
다페,Dafhe
화이브밥,Five Bob
로카,Roca
카페뿌우,cafe Pu:u
제이에스에프엔비,JSF&B
라쿠,RAKU
삼-이십일비어블러바드,3-21 Beer BLVD
썸,ssum
후,WHO
주)클럽아쿠아,CLUB AQUA
교자,GYOZA
퍼스트클래스,FIRST CLASS
더스테이지,THESTAGE
벡,BECK
스윗제인,Sweet Jane
요리하는포차,Que Sera Sera
몽크피쉬,Monkfish
도란,DORAN
벌스투,VERSEⅡ
쿱,COUP
나인티모,9 Timo
융,Yoong
엠알엘아이엠,MRLIM
티와나,TEAWANA
씨엠,C.M
바라트,BHARAT
써틴아워,13HR
박용석스시,5호점
백도어,back door
크레센트,CRESCENT
에이브릭,A-Brick
코젤다크하우스,kozel DARK HOUS
모인,MOIN
헤세드,Heced
올드루키스버거,Oldrookie's Burger
문커피,moon coffee
섬,1920
조니,JOHNNY
룸넘버3,ROOM NO.3
퍼니콕,Funny Cock
파사드 인 파사드,Facade in facade
라밥,LABAB
보스푸드,BOSS FOOD
더,the
플랜비,Planb.
메이크 래보래토리 ,make-laboratory
코사쿠,KOSAKU
블리스푸드,BLISS FOOD
카페이플,eepple
와이일사오,Y145
플라이그라운드,PLAY GROUND
나빈인디안레스토랑,NAVEEN INDIAN RESTAURANT
솔트,salt
벨로코,BELOCO
에그셀런트,eggcellent
틸업,Tilt-up
아이엠,I'M
모리셔스브라운,Mauritius Brown
에버모어,EVERMORE
헤븐즈 도어,Heaven's Door
도라도,Dorado
드리핀케이,Drippin. K
가든,GARDEN
아구 라멘 비스트로,AGU ramen bistro
가나라이브빠,DPF을지로골뱅이
풀더도어,Pull the door
리에쥬,Liege
라운지파라다이스,Lounge paradise
블렌드이지,BLENDEASY
유어스베이크샵,YOURS BAKE SHOP
눙크,NUNC
더 풀,THE POOL
풀문,pool moon
카페가든,cafe GARDEN
다이브,cafe&pub
엠커피,M Coffee
브릭팝,BRICKPOP
치맥,ChiMc
더사칠,THE47
베키라운지,BECKYLOUNGE
카페포르티,cafe por ti
샐러드서울,SALAD SEOUL
피오엠,POM
더쉐프,Thechef
데이앤나이트,Day & Night
엠커피&칵테일,M Coffee&Cocktail
로우베가,Raw Vega
애셜론,ECHELON
더,the
비에치씨,BHC
버더버터,But A Butter
슬로우,SLOW
슈크레동,Sucre Don
포시즌,Four Seasons
라함키친,Laham Kitchen
연남 마피아,MAFIA
오주스펍,O JUICE PUB
바리스타핸즈,BARISTAHANDS
기디펍,giddy pub
카페오스피어,CAFE O SPHERE
커피이티씨,coffee ETC
풀숲,FULLSOUP
트레볼라,Travola
뽈로,Pollo
칠사,74
더부엌,TheBueok
빠지,G
카페루크,CAFE LUKE
엔,N
씨앤앤,CNN
잇츠왁스,It's WAX
글로잉키친,Glowing Kitchen
라이크어랩,Like a Lab
지엘티젤라또,GLT 젤라또
브로92,BRO92
삼각자,3 gak ja
마또이따,Mattoita
커피에이,coffee A
물바베큐,WATER BARBECUE
까페악토버,Cafe October
달빛아래,2
딜로,DILO
굿넥,GOODNECK
제로포인트,zeropoint
할리키친,HARLEY KITCHEN
누메로우노,numero uno
욜로펍,YOLO PUB
일,1
뽀에이티,poeiti
파인앤드,fine and
노에이,no.A
칠구,79
노벨라,novella
코퍼,Copper
란,RAN
컨큐어,conquer
이벤트클럽,Event Club
플레이팜,PLAYFARM
두모망,DOUX MOMENT
오공칠,507
코츠즈미,KOTSUZUMI
플루토,Pluto
드라핀,De Lapin
마리,mari
분짜마마,BUN CHA MAMA
셀렉티 샌드위치,selecti sandwich
지지바,GG Bar
오이삼,523
카페퍼즈,PAIISE
녹턴넘버파이브,nocturne no.5
카페,cafe
그레이스푼,GREYSPOON
떼,The
랑데자뷰,rendejavous
구십스,90's
파델라,Padella
플로르,flore
밀크109,milk109
홀릭스버거,HOLICS BURGER
노란코끼리,Yellow Elephant
쥬쥬카레,JUJUCURRY
예스슈어,YES SURE
그린팬트리,Green pantry
오픈,OPEN
더젠틀,THEGENTLE
책이조아,JOA
원위크,ONE WEEK
카페인코브라,CAFE IN COBRA
루온루온,Luon Luon
10센치,10cm
코미치,Komichi
바이탈,VITAL
빌로우 라운지,below lounge
비엔나커피하우스,Vienna Coffee House
미뇽,MIGNON
에스맨션,Smansion
이프,IF
비아,VIA
오코코펍,O'coco pub
마스터불고기,MASTER BULGOGI
지비,GB
오브즈,OVZ
오공삼후드라운지,503Hood Lounge
팔오팔,858
브라운버터 앤 세이지,Brownbutter & Sage
테이스티툰,tastytoon
고푸드,GO FOODS
버틀러,Butler
빔밤,Beam balm
더1980,The1980
키토네,KITONE
마미스디시,Mommy's dish
오렌지빈,OrangeBean
카페 이프,IF
에일린,Ailleen
그리그리쿡,Gri-gri KOOK
커피코,Coffeco
디어테이블,DEAR TABLE
기치조지,Kichijoji
반스,BANS
쏘울오브인디아,Soul of India
에뽕,EPONG
탑타이,Top Thai
벗,BUT
헤이웨잇,"hey,wait"
탑플로어 커피,TOPFLOOR COFFEE
프라도,Prado Italian Bistro
그레이웨일,Grey Whale
비에이치씨,BHC
리까-페,Rica-fe
칼레오,Caleo
아름다운날,A bonny day
버서스,VERSUS
올인원 파스타,All in one pasta
모우,MO:U
요호,YOHO
웬디앤브레드,Wendy&Bred
제이에스 푸드,JS Food
크립쇼,Creepshow
코드 카멜레온,CODE CHAMELEON)
피그먼트그린,PigmentGrin
롱테이크,LongTake
슬램,SLAM
부호타코스 앤 그릴,buho Tacos & Grill
굿벨링,Good-Belling
어플레이스투고,A PLACE TO GO
잇스트릿,EATSTREET
미츄,Meetu
엠,M
샘쉿,Same Shit
비르투오소,virtuoso
뷰직,VIEWSIC
로이스퀸,Lois Queen
비에이치씨,bhc
번패티번,Bun Patty Bun
부,Boo
프로메싸,promessa
라떼마따,LATTE MATTA
플러스,plus
카페팔팔점일,Cafe88.1
이스트렐라,ESTRELA
어니스트팬케이크,HONEST PANCAKES
쉬림핑,SHRIMP-ING
바쿨,BACOOL
쟈니123,johnny123
오리진,ORIGIN
뮤앤하임 ,MU N HEIM
블루포트,blue port
로스터리 함,ROASTERY Haam
육일이이사,61224
더블린데이상암점,DuBlin Day
피팅룸,Fitting Room
볼라르,VOLAR
더 블랙 독,The Black Dog
"미스, 김 ","Miss, 김"
스페이스,space
테이크잇이지,Take Eat Easy
에이블커피,Able coffee
두화당,Du Hwa Dang
미아이,miei
십구호실,19호실
키키한컵&샐러드,kiki
럼프슈가,Lump Sugar
포비아워스,FOURB
파스타일,PASTYLE
라투피,La Toupie
물고기자리,Pisces
바플랫폼,Bar platform
소노,SONO
메이,May
하와이 서울,HAWAII Seoul
플랭잉글리쉬,PLANG ENGLISH
비욘드,beyond
노 비어 노 라이프,NO BEER NO LIFE
문테이블,Moon Table
컬러,colour
페어링 키친,Pairing Kitchen
투소유,2SOYOU
세븐,SEVEN
넥스투,NEX2
커피디바인,coffee divine
한비,Hanbee
8커피앤비어,8coffee&beer
카페,CAFE
올빛,ORBIT
보스푸드,BOSS FOOD
잭팟,JACKPOT
엘에이 포,LA PHO
노드쿠진,Nord Coisine
와우,WOOW
비에이치씨,BHC
모리셔스브라운 이대점,Mauritius Brown
유스바,youthbar
런치백,Lunchbag
,
뒤풀이,D.Free
반303,barn303
글라스리,GLACERIE
메죵 프랭크,MAISON FRNK
씨에스바,CS BAR
푸드트럭,Food truck
크레센트,crescent
진스맘,JIN'S MOM
카페드미유,cafe de mieux
트루라이트,True light
히노레서피,Hino Recipe
엠,M
믹스라이스,mix rice
마일드,mild
포트커피 ,Port coffee
홀,HOLE
스프링스,SPRINGS
미진이,MIZINI)
와니스,Wanny's
다수,DASU
더바,the bar
커피 밥,Coffee BoB
이탄,ytan
휴카페,HUE cafe
론론,RonRon
메이슨커피바,MASON COFFEE BAR
블리스,BLISS
라세라,La Sera
에그 사우나,egg sauna
영플렉스,Young Flex
그린,GRiN
365 컴퍼니,365 company
오스테리아 마지오,OSTERIA MAGGIO
에이티나인 에프앤에이치,f&h
플래닛 오가닉,Planet Organic
어니스트,honest
더프라이팬,The fryfan
수의주방,soo's kitchen
이아,oia
피,P
케이엘,KL
테이킷치지,Take It Cheesy
빅핑거 선유도점,cafe bigfinger
쇼어라인,shoreline
엠제이,MJ
고잉윤잇,Going yunit
에본,Ebon
카페구공,"cafe,90"
림루프탑,Rim Roft Top
펀위드플라워스,Fun with flowers
카페딜리버리,cafe delivery
제로 포인트 제로 ,zero point zero
제이브이엘,JVL
투유,TOU
제이케이 컴퍼니,JK Company
어든,urden
슬로우 앤 스테디,slow and steady
비스트로 하이드,bistro hyde
컨버터,CONVERTOR
카페본,BON
체크,check
체크,check
원오브디,one of d
엘에이도그,L.A DOG
찐스 쭈꾸미,jin's
컨버터,CONVERTOR
퐁네프베이크하우스,Pont Neuf Bakehouse
낙성,Nak Seong
갓쯔,Gods
택시라운지,Taxi Lounge
체크,check
원어슬라이스,WANT A SLICE?
철철벤처스,ChulChul Ventures
푸치니,CASA PUCCINI
그리글,Greegle
제이미90,Jamie90
카세트,kassett
그랜드모스,GRAND MOSS
체크,check
비비,BB
카페,cafe
에스에이치,sh
쁘띠 몬스트리,PETIT MONSTRE
오우하,OUHA
딥에프25,DEEP F 25
코엑스연회,"GRAMERCY, 셰프투고)(한시적"
아카이브,Archive
커피테바,COFFE TEBAH
분홍부엌,Pink Kitchen
아더,ader
후엘고,huelgo
아임레디,I'm Reddy
오바도즈,OVADOZ
옥스PC방,OX PC방
페이퍼커피,paper coffee
지에스25,GS25
모아,moa Bird
샌드위치 브로,Sandwich Bro
키노,K!NO
6 역촌역점,GS25
띵크 샐러,Think Saler
카페보니,"CAFE,BONNIE"
보트커피,Boat Coffee
플로러스앤카페,florous&cafe
손기,SUNJI
카페,CAFE
바틀브로스,Bottle Bros
코리아pc카페,kor pc cafe
오프더쉘프,offtheshelf
지에스,GS
카페트리,cafe TREE
빌로우,BELOW
씨유,CU
스테이선샤인,stay sunshine
체리블라썸,Cherry Blossom
픽처레스크,picturesque
씨유,CU
지에스,GS
지에스,GS
지에스25,GS25
지에스,GS
노사인보드,Nosignboard
컨템포,contempo
보나구떼,Bon a gouter
씨유,CU
에스와이푸드,SY Food
매로우,marrow
시즌,SEASON
루미너스피시,PC
원데이즈컵,oneday'scup
요고,YOGO
이알커피연희,ER coffee
어카운타빌라버디,accountabilabuddy_cafe
쿤스트138,KUNST138
씨유,CU
슈퍼샐러드,supersalad
노랑고래,yellow whale coffee.tea
테누,tenu
피씨방 고,PC방 GO
브리즈 피씨 카페,VRIZ PC CAFE
르베르디,Le Belle D
와이낫,Why Not
쓰리팝,3POP
티아커피,Tia Coffee
쿨케이,cool k
채터박스,CHATTERBOX
폴스 마카롱,Paul's macoron
마틸다 코티지 베이커리,MatildaCottageBakery
카페1번가,Cafe 1번가
아이엔지,ing
씨유,CU
지에스,GS
휴커피,HUE COFFEE+
플라워링 트리,FLOWERING TREE
모굴,MOGUL
사유,SAYOO
지에스25,GS
에스엠씨,SMC
파브커피,pavcoffee
지에스,GS
플룬,Fullen
카페 아이린,Cafe Irene
지에스,GS
지에스,GS
어쩔수없지,IT IS WHAT IT IS
세이지,sage
코지 커피,COZY COFFEE
리브어트레이스,leave a trace
넥스트피시,pc
어반테라스,urban terrace
갤러리스텐카페,GALLERY STAN CAFE
카페서른살,cafe서른살
본호미,Bonhomie
씨유,CU
카페 오델리,Odelie
지에스,GS
하이엔피씨,High-N PC
지에스,GS
플라네,Flaner
인투더썬,Into The Sun
씨유,CU
프리키,Freaky
아리미 디저트,arimi dessert
플레이버 커피,Flavour coffee
위러브,WELOVE
북앤레스트,BOOK & REST
포크박스,PORKBOX
컵오브컴포트,A CUP OF COMFORT
알비,ARBY
"디저트,다눔",dessert danum
지에스,GS
오흐네,Orner
주식회사 지에스,25
바모스,Vamos
일층,1F
주다카롱,judacaron
스테노,Stheno
옐로우하트,3J Yellow HEART
카페 아이보르,cafe iv`or
아망뜨 한남,Amante Hannam
나우올네버,now oR never
메르씨,merci
티더 커피하우스,Tthe Coffeehouse
패니발코리아,Fanival Korea
홈다운,homedown
더요고,THE YOGO
어반트리,URBAN TREE
프랭크,FRNK
카페마르튀스,cafe Marutus
프롬 카페,from. cafe
카페 케일럽,CAFE CALEB
바이엠,by-Am
지에스25,GS25
이츠어피스오브케이크,It's A PIECE OF CAKE
씨유,CU
씨유,cu
베네팁,benetip
애즈유주얼,As Usual
꾸에바마테라,Cueva matera
드류즈,Drewes
지에스,GS
씨유,CU
지에스이십오,GS 25
카페랏 102 ,cafe lot 102
메이크 스윗 스윗,make sweet sweet
마이티,mightea
앙카페,uncafe
힐앤힐,Hill and Heal
리버럴커피랩,LIBERAL COFFEE LAB
오커피랩,5 COFFEE LAB
해밀,cafe
지에스,GS
이삭,ISSAC
솔아띠몽,SOL AHTTIMONG
지에스,GS
해피,happy
엠지에프에스백,mgfs100
커피 발보아,coffee BALBOA
마그마커피,MAGMA COFFEE
지에스,GS
씨유,CU
안데르센,Andersen
모이차,MOOICHA
지에스25,GS25
지에스25,GS25
지에스,GS25
맷카페,MATT CAFE
배블,babble
카페메디치,Cafe Medici
디토 커피,ditto coffee
기글,GIGGLE
레이어 디,Layer D
더그 커피 바,Doug Coffee Bar
고망고,GO MANGO
리얼 피시방,Real PC방
지에스,GS25
카페 봄안에,Cafe Bom:ane
로이스빈,Rois Bean
스트릿:292,Street:292
코코즈 마차,Coco's Matcha
씨유,CU
플로레스테이블,flores table
커피라이터,Coffee Writer
삐삐,pippi
온 어 롤,On A Roll
드로잉카페 하바소,DRAWING CAFE HABASO
에이하우스,a.house
3에스피시카페,3SPC CAFE
루트,ROOT
제이와이,JY
실라커피,Shilla Coffee
더트리,THE TREE
론카페,RONCAFE
지에스,GS
커피모이,COFFEE.MOI
뷰티앤더비스트,BB
지에스25,GS25
리브릭,Libreak
네옥스 피시,NEOX PC
아카페,ACAFE
씨유,CU
스타일리스트제비,Stylist JB
지에스,GS
씨유,CU
늘품장애인보호작업장 솔트,salt
위트브라운,Wheat Brown
게슈탈트 커피,gestalt coffee
블링블링,Bling Bling
디디피,DDP
노메이커카페,no maker cafe
여울 카페,CAFE
쓰리팝 피씨방,3POP PC CAFE
어딕티브,ADDICTIVE
지에스25,GS25
플라세르,placer
지에스,GS
저스트로맨틱,JUST ROMANTIC
부스,booth
공이삼공,0230
아뜰리에 커피 앤 밀크티,ATELIER COFFEE & 밀크티
지에스,GS
몽에덴,Mon Eden
씨유,CU
파세로,passero
카페 드 소리,"cafe D, sori"
샐드아웃,Saldout
더블플랫,DOUBLE FLAT
머틀,MYRTLE
트레이프조이드,TRAPEZOID
윤소,yoonso
엘콕,LCOC
아야커피,AYA COFFEE
지에스25,GS25
리블링스,Lieblings
세븐일레븐,S답십리역점
베이커스코드,Baker's Code
제이.엠,J.M
세븐일레븐,S행당역점
세븐일레븐,S신금호역점
세븐일레븐,S왕십리역점
커피501,coffee501
이노 커피,inno coffee
영삼 인앤아웃,03 In' N Out
늑대와여우,PC방
틸레몽,TIRLEMONT
디씨,DC
카페두,CAFE DOO
까페위드,cafe With
베스킨라빈스,Baskinrabbins
휘트니스바,FITNESS BAR
3팝,pop
카페이유,cafe 2U
나미브,NAMIB
,
잠바주스 연세세브란스점,Jamba Juice
잠바주스연세대학교점,Jamba Juice
쓰리팝,3POP
루엘드파리,Ruelle de paris
카페 그린페페,cafe Green Pepe
씨유 북가좌삼거리,CU가좌삼거리
카페크리스마스,caffe christmas
이디야 커피,EDIYA COFFEE
엠엠티에이치055,MMTH055
브레드원,BREADONE
미스터브리즈,Mr. Breeze
카페라제스,CAFE LAZES
더레드,THE RED'S
빈토스,BEAN TOSS
카페 멈무이,cafe mummui
원 빈,one bean
카페에스비,cafe de sb
카페도쎄,Cafe Doce
더커피,THE COFFEE
카페 비엔에스(CAFE ,B&S
더블류피,W.P
씨유,CU
공차,Gong Cha
더커피샵,The coffee #
글로우,GLOW
주디스,Judy's
지에스,GS
맛차차,matchacha
쏘나타,SONATA
시떼드까페,cit'e de caf'e
카페 핀,cafe fin
잠바주스 양재사옥점,Jamba Juice
바재커피,VAZE COFFEE
지에스25,GS
칼로리밤,CALORIE BOMB
더빈스11,The Beans11
꼬밍,komin
카페 그린잇츠,Cafe Green eats
빈스마일,Bean's Mile
빨라쪼,PALAZZO
맥도날드,Mcdonald
레브9 피씨방,LEV9 PC방
씨톡,C-Tok
커피홈,COFFEE HOME
컨시어지 커피,concierge coffee
미스터빈,Mr.Bean
커피사회,Coffee society
아이도넛케어,I donut care
맥심플랜트,Maxim PLANT
맥심플랜트리저브,Maxim PLANT Reserve
더라스트데이즈,The Last days
비타민,Btamin
플랫,flat
카페 투 샷,cafe two shot
로우커피스탠드,Raw Coffee Stand
쓰리팝,3 POP
인더랩,In The Lab
크레마 181,Crema 181
나이스크림,Nicecream
베이스캠프,Base Camp
띵크커피코리아,think coffee korea
프렌치앤틱,French Antique
커피,coffee
모노커피,mono coffee
카페올리버,cafe's Oliver
커피로만,coffe Roman
더컵스,thecups
소나무언덕,PINEHILL
카페 화이트파이어,CAFE WHITE FIRE
니하오,NIHAO
스몰커피,SMALL COFFEE
브레드박스,BreadBox
세븐일레븐,S마장역점
애프터 유,After U
아이지에이,IGA
카페 에이원,cafe A1
미로,MIRO
더카페,The caffe
르보,lebo
카페 수에르떼,Cafe Suerte
티앤티,TNT
테이크아웃 밥,TaKe Out 밥
카페인,cafe-in
더웨이,The way
고대북카페,Book cafe
디리베,Die Liebe
카우치,couch
디어파인,dear fine
모몽,MOMONG
레가,Rega
맘스키친,Mom's kitchen
알피,ALPI
할리스,HOLLYS
타이거피씨,Tiger PC
델리,DELI
미투글로벌,MITUGLOBAL
헬로우요거트,HELLO YOGURT
샷피씨방,shot
피세븐커피,P7 coffee
카페,cafe
빠세,passer
지에스,GS
땡스커피,Thanks coffee
까페 더 트리,cafe THE TREE
베키스키친,Becky's Kitchen
기가버거,Giga burger
신당제니스점 ,GS25
유니,yunny
카페트리,cafe tree
지에스,GS
씨유,CU
로드 난 케밥,road naan kebab
산타쿠키,Santacookie
지에스25,GS25
우디집,WOODY.zip
지에스,GS
씨유,CU
카페,cafe
카페 후,CAFE HOO
피씨레오피씨,PC
아씨씨,ASSISI
품어주는카페,embrace and cafe
엠,M
알엔비스커피,RNBS COFFEE
비원피씨,B ONE PC
아이언맹PC,IRONMANG PC
커피프럼,coffee from
카페 크레토,CAFE CRETO
레뚜라,Letter to Latte
빅박스,Big box
베니카페,benny coffee
그린밀크커피,Greenmilk coffee
라떼킹,Latte King
포미스 커피,foamies coffee
신스커피,Shin's Coffee
베이크,BAKE
더 블랙나인&딜라이트 박스,The Black9&Delight Box
아리스타커피,ARISTA COFFEE
크런치오븐 ,crunch oven
더새원,The Saewon
리브스 커피,Leaves Coffee
카페 아이리스 ,cafe IRIS
라스,Rass
카페이스턴본점,Cafe Eastern 본점
이지샐러드,ezysalad
말차하우스,Matcha House
씨유,CU
트렌드바이미,TREND BY ME
티포인트스튜디오,TPoint Studio
드웰 ,Dwell
엘리세븐,elly7
