"행정구역","2021년_거주자 인구수","2021년_세대수","2021년_남자 인구수","2021년_여자 인구수"
"충청북도 청주시 서원구 사창동(4311253000)","14,488","8,337","7,235","7,253"
"충청북도 청주시 서원구 모충동(4311254000)","15,551","8,054","7,831","7,720"
"충청북도 청주시 서원구 산남동(4311255000)","26,311","10,564","13,135","13,176"
"충청북도 청주시 서원구 분평동(4311256000)","30,116","12,011","14,630","15,486"
"충청북도 청주시 서원구 수곡1동(4311257000)","13,166","6,987","6,656","6,510"
"충청북도 청주시 서원구 수곡2동(4311258000)","15,846","7,690","7,793","8,053"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","43,244","19,535","21,291","21,953"
"충청북도 청주시 흥덕구 (4311300000)","266,391","122,819","135,149","131,242"
"충청북도 청주시 흥덕구 오송읍(4311325000)","24,111","12,011","11,999","12,112"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,695","5,062","5,488","5,207"
"충청북도 청주시 흥덕구 옥산면(4311332000)","17,889","7,803","9,157","8,732"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","16,670","7,844","8,253","8,417"
"충청북도 청주시 흥덕구 복대1동(4311374100)","50,374","20,942","25,656","24,718"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,702","8,848","8,024","7,678"
"충청북도 청주시 흥덕구 가경동(4311374700)","55,434","22,033","27,114","28,320"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","9,591","5,792","5,083","4,508"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","23,896","12,124","12,765","11,131"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","28,441","14,636","14,404","14,037"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","13,588","5,724","7,206","6,382"
"충청북도 청주시 청원구 (4311400000)","193,760","89,088","99,537","94,223"
"충청북도 청주시 청원구 내수읍(4311425000)","19,056","8,916","9,792","9,264"
"충청북도 청주시 청원구 오창읍(4311425300)","70,400","31,242","37,537","32,863"
"충청북도 청주시 청원구 북이면(4311431000)","4,518","2,597","2,422","2,096"
"충청북도 청주시 청원구 우암동(4311451000)","12,251","7,241","6,186","6,065"
"충청북도 청주시 청원구 내덕1동(4311452000)","8,438","4,308","4,242","4,196"
"충청북도 청주시 청원구 내덕2동(4311453000)","13,330","6,402","6,821","6,509"
"충청북도 청주시 청원구 율량.사천동(4311454000)","47,495","20,942","23,537","23,958"
"충청북도 청주시 청원구 오근장동(4311455000)","18,272","7,440","9,000","9,272"
"충청북도 충주시 (4313000000)","208,604","99,024","105,496","103,108"
"충청북도 충주시 주덕읍(4313025000)","4,764","2,593","2,447","2,317"
"충청북도 충주시 살미면(4313031000)","2,002","1,090","1,022","980"
"충청북도 충주시 수안보면(4313032500)","2,900","1,657","1,475","1,425"
"충청북도 충주시 대소원면(4313033500)","9,004","5,350","5,087","3,917"
"충청북도 충주시 신니면(4313035000)","2,916","1,594","1,492","1,424"
"충청북도 충주시 노은면(4313036000)","2,242","1,237","1,141","1,101"
"충청북도 충주시 앙성면(4313037000)","3,922","2,290","2,021","1,901"
"충청북도 충주시 중앙탑면(4313038500)","13,542","6,031","6,948","6,594"
"충청북도 충주시 금가면(4313039000)","3,778","1,773","2,048","1,730"
"충청북도 충주시 동량면(4313040000)","3,599","1,884","1,820","1,779"
"충청북도 충주시 산척면(4313041000)","2,237","1,203","1,152","1,085"
"충청북도 충주시 엄정면(4313042000)","3,074","1,628","1,550","1,524"
"충청북도 충주시 소태면(4313043000)","1,936","1,037","987","949"
"충청북도 충주시 성내.충인동(4313051500)","2,639","1,500","1,309","1,330"
"충청북도 충주시 교현.안림동(4313053500)","23,269","10,055","11,595","11,674"
"충청북도 충주시 교현2동(4313054000)","6,760","3,613","3,433","3,327"
"충청북도 충주시 용산동(4313055000)","15,099","6,220","7,392","7,707"
"충청북도 충주시 지현동(4313056000)","5,119","2,439","2,548","2,571"
"충청북도 충주시 문화동(4313057100)","9,343","4,642","4,682","4,661"
"충청북도 충주시 호암.직동(4313058000)","19,952","8,296","9,918","10,034"
"충청북도 충주시 달천동(4313060500)","3,674","2,215","1,985","1,689"
"충청북도 충주시 봉방동(4313061000)","9,190","4,662","4,771","4,419"
"충청북도 충주시 칠금.금릉동(4313062500)","14,409","6,190","7,104","7,305"
"충청북도 충주시 연수동(4313063000)","36,686","17,020","18,173","18,513"
"충청북도 충주시 목행.용탄동(4313064000)","6,548","2,805","3,396","3,152"
"충청북도 제천시 (4315000000)","131,050","64,080","65,894","65,156"
"충청북도 제천시 봉양읍(4315025000)","6,683","3,651","3,408","3,275"
"충청북도 제천시 금성면(4315031000)","1,874","1,048","1,008","866"
"충청북도 제천시 청풍면(4315032000)","1,265","777","649","616"
"충청북도 제천시 수산면(4315033000)","2,000","1,222","1,046","954"
"충청북도 제천시 덕산면(4315034000)","2,136","1,164","1,088","1,048"
"충청북도 제천시 한수면(4315035000)","696","399","359","337"
"충청북도 제천시 백운면(4315036000)","3,312","1,883","1,713","1,599"
"충청북도 제천시 송학면(4315038000)","4,592","2,509","2,421","2,171"
"충청북도 제천시 교동(4315051000)","18,504","7,744","9,117","9,387"
"충청북도 제천시 의림지동(4315051800)","9,915","4,337","4,899","5,016"
"충청북도 제천시 중앙동(4315052800)","5,693","3,051","2,835","2,858"
"충청북도 제천시 남현동(4315053700)","4,877","2,538","2,440","2,437"
"충청북도 제천시 영서동(4315054700)","10,062","4,854","5,050","5,012"
"충청북도 제천시 용두동(4315056000)","17,775","8,732","8,879","8,896"
"충청북도 제천시 신백동(4315057700)","11,105","5,191","5,557","5,548"
"충청북도 제천시 청전동(4315059000)","15,367","7,937","7,724","7,643"
"충청북도 제천시 화산동(4315060500)","15,194","7,043","7,701","7,493"
"충청북도 보은군 (4372000000)","31,719","16,905","16,006","15,713"
"충청북도 보은군 보은읍(4372025000)","14,666","7,114","7,308","7,358"
"충청북도 보은군 속리산면(4372031500)","1,849","1,082","962","887"
"충청북도 보은군 장안면(4372032500)","1,448","785","769","679"
"충청북도 보은군 마로면(4372033000)","2,140","1,216","1,025","1,115"
"충청북도 보은군 탄부면(4372034000)","1,611","946","796","815"
"충청북도 보은군 삼승면(4372035000)","2,299","1,298","1,172","1,127"
"충청북도 보은군 수한면(4372036000)","1,884","1,040","949","935"
"충청북도 보은군 회남면(4372037000)","730","461","401","329"
"충청북도 보은군 회인면(4372038500)","1,723","1,026","864","859"
"충청북도 보은군 내북면(4372039000)","1,638","980","843","795"
"충청북도 보은군 산외면(4372040000)","1,731","957","917","814"
"충청북도 옥천군 (4373000000)","49,935","24,970","25,159","24,776"
"충청북도 옥천군 옥천읍(4373025000)","28,979","12,978","14,497","14,482"
"충청북도 옥천군 동이면(4373031000)","3,208","1,787","1,645","1,563"
"충청북도 옥천군 안남면(4373032000)","1,392","799","695","697"
"충청북도 옥천군 안내면(4373033000)","1,899","1,121","972","927"
"충청북도 옥천군 청성면(4373034000)","2,346","1,447","1,170","1,176"
"충청북도 옥천군 청산면(4373035000)","2,953","1,749","1,425","1,528"
"충청북도 옥천군 이원면(4373036000)","4,029","2,275","2,072","1,957"
"충청북도 옥천군 군서면(4373037000)","2,177","1,258","1,137","1,040"
"충청북도 옥천군 군북면(4373038000)","2,952","1,556","1,546","1,406"
"충청북도 영동군 (4374000000)","45,656","23,718","22,741","22,915"
"충청북도 영동군 영동읍(4374025000)","20,123","9,416","9,931","10,192"
"충청북도 영동군 용산면(4374031000)","3,224","1,842","1,645","1,579"
"충청북도 영동군 황간면(4374032000)","4,196","2,176","2,113","2,083"
"충청북도 영동군 추풍령면(4374033500)","2,217","1,243","1,108","1,109"
"충청북도 영동군 매곡면(4374034000)","1,882","1,073","945","937"
"충청북도 영동군 상촌면(4374035000)","2,287","1,325","1,116","1,171"
"충청북도 영동군 양강면(4374036000)","3,112","1,628","1,572","1,540"
"충청북도 영동군 용화면(4374037000)","971","592","479","492"
"충청북도 영동군 학산면(4374038000)","2,723","1,596","1,364","1,359"
"충청북도 영동군 양산면(4374039000)","1,794","1,021","893","901"
"충청북도 영동군 심천면(4374040000)","3,127","1,806","1,575","1,552"
"충청북도 증평군 (4374500000)","36,315","17,732","18,931","17,384"
"충청북도 증평군 증평읍(4374525000)","34,515","16,741","17,986","16,529"
"충청북도 증평군 도안면(4374531000)","1,800","991","945","855"
"충청북도 진천군 (4375000000)","84,906","41,094","44,557","40,349"
"충청북도 진천군 진천읍(4375025000)","30,040","14,378","15,444","14,596"
"충청북도 진천군 덕산읍(4375025300)","29,584","13,088","15,623","13,961"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","0","0"
"충청북도 진천군 초평면(4375032000)","3,105","1,674","1,612","1,493"
"충청북도 진천군 문백면(4375033000)","3,453","1,891","1,807","1,646"
"충청북도 진천군 백곡면(4375034000)","2,077","1,238","1,064","1,013"
"충청북도 진천군 이월면(4375035000)","6,174","3,445","3,286","2,888"
"충청북도 진천군 광혜원면(4375037000)","10,473","5,380","5,721","4,752"
"충청북도 괴산군 (4376000000)","37,986","21,733","19,546","18,440"
"충청북도 괴산군 괴산읍(4376025000)","9,728","5,135","4,981","4,747"
"충청북도 괴산군 감물면(4376031000)","2,191","1,205","1,146","1,045"
"충청북도 괴산군 장연면(4376032000)","1,953","1,177","993","960"
"충청북도 괴산군 연풍면(4376033000)","2,419","1,469","1,247","1,172"
"충청북도 괴산군 칠성면(4376034000)","3,161","1,839","1,592","1,569"
"충청북도 괴산군 문광면(4376035000)","2,230","1,302","1,148","1,082"
"충청북도 괴산군 청천면(4376036000)","5,191","3,142","2,702","2,489"
"충청북도 괴산군 청안면(4376037000)","3,420","2,028","1,749","1,671"
"충청북도 괴산군 사리면(4376039000)","2,791","1,588","1,433","1,358"
"충청북도 괴산군 소수면(4376040000)","2,103","1,229","1,091","1,012"
"충청북도 괴산군 불정면(4376041000)","2,799","1,619","1,464","1,335"
"충청북도 음성군 (4377000000)","91,744","47,051","48,595","43,149"
"충청북도 음성군 음성읍(4377025000)","16,588","8,317","8,474","8,114"
"충청북도 음성군 금왕읍(4377025300)","19,458","9,956","10,428","9,030"
"충청북도 음성군 소이면(4377031000)","2,860","1,637","1,461","1,399"
"충청북도 음성군 원남면(4377032000)","2,987","1,758","1,548","1,439"
"충청북도 음성군 맹동면(4377033000)","13,008","5,948","6,871","6,137"
"충청북도 음성군 대소면(4377034000)","15,689","7,841","8,574","7,115"
"충청북도 음성군 삼성면(4377035000)","6,774","3,844","3,768","3,006"
"충청북도 음성군 생극면(4377036000)","4,493","2,535","2,424","2,069"
"충청북도 음성군 감곡면(4377037000)","9,887","5,215","5,047","4,840"
"충청북도 단양군 (4380000000)","28,237","14,991","14,309","13,928"
"충청북도 단양군 단양읍(4380025000)","10,294","4,985","5,146","5,148"
"충청북도 단양군 매포읍(4380025300)","5,208","2,623","2,695","2,513"
"충청북도 단양군 대강면(4380031000)","2,440","1,442","1,220","1,220"
"충청북도 단양군 가곡면(4380032000)","2,067","1,150","1,103","964"
"충청북도 단양군 영춘면(4380033000)","3,186","1,825","1,525","1,661"
"충청북도 단양군 어상천면(4380034000)","1,855","1,049","1,020","835"
"충청북도 단양군 적성면(4380035000)","1,518","911","778","740"
"충청북도 단양군 단성면(4380036000)","1,669","1,006","822","847"
"충청남도  (4400000000)","2,111,258","995,253","1,078,664","1,032,594"
"충청남도 천안시 (4413000000)","655,809","295,714","334,912","320,897"
"충청남도 천안시 동남구 (4413100000)","254,092","115,962","128,653","125,439"
"충청남도 천안시 동남구 목천읍(4413125000)","24,284","11,287","12,411","11,873"
"충청남도 천안시 동남구 풍세면(4413131000)","4,043","2,172","2,230","1,813"
"충청남도 천안시 동남구 광덕면(4413132000)","4,286","2,369","2,165","2,121"
"충청남도 천안시 동남구 북면(4413133000)","4,314","2,439","2,260","2,054"
"충청남도 천안시 동남구 성남면(4413134000)","3,067","1,611","1,601","1,466"
"충청남도 천안시 동남구 수신면(4413135000)","2,248","1,297","1,227","1,021"
"충청남도 천안시 동남구 병천면(4413136000)","6,120","3,427","3,266","2,854"
"충청남도 천안시 동남구 동면(4413137000)","2,053","1,161","1,108","945"
"충청남도 천안시 동남구 중앙동(4413151000)","5,283","3,076","2,740","2,543"
"충청남도 천안시 동남구 문성동(4413152000)","4,154","2,474","2,160","1,994"
"충청남도 천안시 동남구 원성1동(4413153000)","8,526","4,168","4,399","4,127"
"충청남도 천안시 동남구 원성2동(4413154000)","9,132","4,809","4,676","4,456"
"충청남도 천안시 동남구 봉명동(4413155000)","17,906","9,078","9,162","8,744"
"충청남도 천안시 동남구 일봉동(4413156000)","22,953","8,609","11,397","11,556"
"충청남도 천안시 동남구 신방동(4413157000)","44,330","18,470","22,672","21,658"
"충청남도 천안시 동남구 청룡동(4413158000)","54,748","21,325","27,319","27,429"
"충청남도 천안시 동남구 신안동(4413159000)","36,645","18,190","17,860","18,785"
"충청남도 천안시 서북구 (4413300000)","401,717","179,752","206,259","195,458"
"충청남도 천안시 서북구 성환읍(4413325000)","23,696","11,117","12,354","11,342"
"충청남도 천안시 서북구 성거읍(4413325300)","21,429","9,595","11,221","10,208"
"충청남도 천안시 서북구 직산읍(4413325600)","19,970","9,717","10,869","9,101"
"충청남도 천안시 서북구 입장면(4413331000)","8,372","4,448","4,534","3,838"
"충청남도 천안시 서북구 성정1동(4413351000)","17,626","9,582","9,258","8,368"
"충청남도 천안시 서북구 성정2동(4413352000)","25,571","17,328","13,777","11,794"
"충청남도 천안시 서북구 쌍용1동(4413353000)","13,724","6,249","6,720","7,004"
"충청남도 천안시 서북구 쌍용2동(4413354000)","37,234","14,615","18,325","18,909"
"충청남도 천안시 서북구 쌍용3동(4413355000)","18,646","8,065","9,025","9,621"
"충청남도 천안시 서북구 백석동(4413356000)","40,429","14,535","20,335","20,094"
"충청남도 천안시 서북구 불당1동(4413356600)","33,119","13,078","16,606","16,513"
"충청남도 천안시 서북구 불당2동(4413356700)","37,257","13,524","18,616","18,641"
"충청남도 천안시 서북구 부성1동(4413358000)","47,078","23,249","24,270","22,808"
"충청남도 천안시 서북구 부성2동(4413359000)","57,566","24,650","30,349","27,217"
"충청남도 공주시 (4415000000)","102,722","51,231","51,220","51,502"
"충청남도 공주시 유구읍(4415025000)","7,237","3,786","3,636","3,601"
